bricqer_item_id,bricklink_id,name,condition_notes,bricqer_price,ebay_avg_sold_price,ebay_min_sold_price,ebay_max_sold_price,ebay_sold_count,ebay_active_count,ebay_sell_through_rate,ebay_avg_shipping,ebay_research_date,meets_threshold,recommended_price,best_offer_auto_accept,best_offer_auto_decline,ebay_sku,ebay_listing_id,ebay_listing_url,listing_status,ebay_title,created_at,updated_at
13899,dis015,"Peter Pan, Disney, Series 1 (Minifigure Only without Stand and Accessories)",,3.3,,,,,,,,,true,4.3,4.09,3.22,,,,NOT_LISTED,,2026-02-20T15:22:28.53253+00:00,2026-02-20T16:11:43.948+00:00
13950,dis015,"Peter Pan, Disney, Series 1 (Minifigure Only without Stand and Accessories)",,3.3,,,,,,,,,true,4.3,4.09,3.22,,,,NOT_LISTED,,2026-02-20T15:22:32.394838+00:00,2026-02-20T16:11:28.361+00:00
7329,col032,"Pharaoh, Series 2 (Minifigure Only without Stand and Accessories)",,4.92,,,,,,,,,true,5.92,5.62,4.44,,,,NOT_LISTED,,2026-02-20T15:22:29.232672+00:00,2026-02-20T16:12:17.167+00:00
14584,pi013,"Pirate Anchor Dark Purple Vest, Blue Legs, Red Bandana",,10,,,,,,,,,true,13.28,12.62,9.96,,,,NOT_LISTED,,2026-02-20T14:57:59.906578+00:00,2026-02-20T16:12:13.202+00:00
22033,pi146,"Pirate Blue Jacket, Black Leg with Peg Leg, Black Pirate Hat with Skull",,3.18,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:04.165425+00:00,2026-02-20T16:12:24.002+00:00
3799,pi033,"Pirate Brown Shirt, Black Legs, Black Pirate Triangle Hat",,4.13,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:28.802911+00:00,2026-02-20T16:11:47.568+00:00
15088,pi057,"Pirate Female, Black Legs, Red Bandana",,3.58,,,,,,,,,true,4.58,4.35,3.44,,,,NOT_LISTED,,2026-02-20T15:22:40.620946+00:00,2026-02-20T16:11:15.724+00:00
3804,pi047,"Pirate Green Vest, Black Legs, Black Bandana",,6.75,,,,,,,,,true,7.75,7.36,5.81,,,,NOT_LISTED,,2026-02-20T14:58:01.472964+00:00,2026-02-20T16:12:13.765+00:00
3805,pi052,"Pirate Green Vest, Blue Legs, Red Bandana",,4.68,,,,,,,,,true,5.68,5.4,4.26,,,,NOT_LISTED,,2026-02-20T15:22:28.967374+00:00,2026-02-20T16:12:09.223+00:00
3798,pi028,"Pirate Red / Black Stripes Shirt, Blue Legs, Blue Bandana",,3.33,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:58.139771+00:00,2026-02-20T16:13:43.867+00:00
3796,pi022,"Pirate Shirt with Knife, Black Leg with Peg Leg, Black Pirate Hat with Skull",,6.29,,,,,,,,,true,7.29,6.93,5.47,,,,NOT_LISTED,,2026-02-20T14:57:58.014821+00:00,2026-02-20T16:11:30.612+00:00
16511,sw1019,"Poe Dameron (Pilot Jumpsuit without Belts and Pipe, Hair)",,4.5,,,,,,,,,true,5.5,5.23,4.13,,,,NOT_LISTED,,2026-02-20T14:58:25.557656+00:00,2026-02-20T16:13:36.991+00:00
23873,sh0104,Power Man,,6.58,,,,,,,,,true,7.58,7.2,5.69,,,,NOT_LISTED,,2026-02-20T15:23:39.129482+00:00,2026-02-20T16:13:34.132+00:00
25699,pm026,"Power Miner - Engineer, Light Bluish Gray Outfit, Metallic Silver Armor and Helmet",,3.75,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:13.380042+00:00,2026-02-20T16:12:54.47+00:00
3829,sw0027,Qui-Gon Jinn (Yellow Head),,5.79,,,,,,,,,true,6.79,6.45,5.09,,,,NOT_LISTED,,2026-02-20T15:22:25.857071+00:00,2026-02-20T16:11:42.814+00:00
11888,col395,"Raccoon Costume Fan, Series 22 (Minifigure Only without Stand and Accessories)",,3.39,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:22.704461+00:00,2026-02-20T16:13:10.086+00:00
22037,sw0819,Rebel Pilot A-wing (Jake Farrell),,9.35,,,,,,,,,true,10.35,9.83,7.76,,,,NOT_LISTED,,2026-02-20T14:58:04.44314+00:00,2026-02-20T16:11:19.187+00:00
16053,sw0784,Rebel Trooper (Lieutenant Sefla),,3.95,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:32.648963+00:00,2026-02-20T16:12:38.667+00:00
3847,trn050,"Red & White Stripes - Blue Legs, Red Hat",,3.5,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:20.740453+00:00,2026-02-20T16:12:14.899+00:00
24906,mk012,Red Son - Red Robe,,5.7,,,,,,,,,true,6.7,6.37,5.03,,,,NOT_LISTED,,2026-02-20T14:58:09.15655+00:00,2026-02-20T16:12:41.893+00:00
13156,col156,"Revolutionary Soldier, Series 10 (Minifigure Only without Stand and Accessories)",,4.87,,,,,,,,,true,7.14,6.78,5.36,,,,NOT_LISTED,,2026-02-20T14:57:45.60906+00:00,2026-02-20T16:45:43.3+00:00
11007,sw0888,Rey - Dark Tan Jacket,,3.2,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:31.247574+00:00,2026-02-20T16:11:45.164+00:00
10660,sh0315,"Robin - Green Glasses, Smile / Scared Pattern",,3.63,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:27.633761+00:00,2026-02-20T16:11:46.981+00:00
3821,sp035,RoboForce Yellow,,11.86,,,,,,,,,true,12.86,12.22,9.65,,,,NOT_LISTED,,2026-02-20T14:57:54.646685+00:00,2026-02-20T16:11:06.43+00:00
6685,pm004,Rock Monster - Glaciator (Trans-Dark Blue),,3.8,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:42.532372+00:00,2026-02-20T16:12:19.592+00:00
16600,sh0569,"Rocket Raccoon - White Jumpsuit, Dark Bluish Gray Head",,5,,,,,,,,,true,6,5.7,4.5,,,,NOT_LISTED,,2026-02-20T14:57:49.2862+00:00,2026-02-20T16:10:59.517+00:00
8667,col136,"Roller Derby Girl, Series 9 (Minifigure Only without Stand and Accessories)",,3.49,,,,,,,,,true,4.94,4.69,3.71,,,,NOT_LISTED,,2026-02-20T14:58:25.686256+00:00,2026-02-20T16:13:40.456+00:00
7815,col067,"Royal Guard, Series 5 (Minifigure Only without Stand and Accessories)",,3.41,,,,,,,,,true,5.04,4.79,3.78,,,,NOT_LISTED,,2026-02-20T14:58:26.922271+00:00,2026-02-20T16:13:41.013+00:00
3794,cas064,"Royal Knights - Knight 3, Black Neck-Protector",,4.79,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:28.665628+00:00,2026-02-20T16:12:36.782+00:00
23864,iaj017,Russian Guard 2,,3.08,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:38.693785+00:00,2026-02-20T16:13:26.34+00:00
10516,sw0742,Sabine Wren - Bright Green and Dark Blue Hair,,4.08,,,,,,,,,true,7.54,7.16,5.66,,,,NOT_LISTED,,2026-02-20T14:58:24.083695+00:00,2026-02-20T16:13:36.432+00:00
10998,sw0881,Sandspeeder Gunner,,13.27,,,,,,,,,true,14.27,13.56,10.7,,,,NOT_LISTED,,2026-02-20T15:23:07.170385+00:00,2026-02-20T16:11:36.577+00:00
10997,sw0882,Sandspeeder Pilot,,17.1,,,,,,,,,true,18.1,17.2,13.58,,,,NOT_LISTED,,2026-02-20T15:23:06.99942+00:00,2026-02-20T16:11:23.853+00:00
25555,sw0894,"Sandtrooper (Sergeant) - White Pauldron, Ammo Pouch, Dirt Stains, Survival Backpack",,22.21,,,,,,,,,true,23.78,22.59,17.84,,,,NOT_LISTED,,2026-02-20T14:58:10.837048+00:00,2026-02-20T16:12:45.873+00:00
23940,sw0680,Santa C-3PO,,3.93,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:40.496669+00:00,2026-02-20T16:13:15.65+00:00
15932,sw0680,Santa C-3PO,,3.93,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:24.775775+00:00,2026-02-20T16:11:55.516+00:00
22077,cas163a,"Scale Mail - Red with Black Arms, Red Legs with Black Hips, Dark Gray Neck-Protector, Quiver",,4.57,,,,,,,,,true,5.57,5.29,4.18,,,,NOT_LISTED,,2026-02-20T14:58:05.669426+00:00,2026-02-20T16:12:14.304+00:00
22073,cas145,"Scale Mail - Red with Blue Arms, White Legs with Black Hips, Black Chin-Guard",,4.41,,,,,,,,,true,5.41,5.14,4.06,,,,NOT_LISTED,,2026-02-20T14:58:05.40288+00:00,2026-02-20T16:11:53.774+00:00
10696,sh0332,"Scarecrow, Pizza Delivery Outfit",,3.54,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:27.186874+00:00,2026-02-20T16:13:11.998+00:00
9106,col164,"Scarecrow, Series 11 (Minifigure Only without Stand and Accessories)",,4.91,,,,,,,,,true,5.95,5.65,4.46,,,,NOT_LISTED,,2026-02-20T14:58:22.331636+00:00,2026-02-20T16:13:35.861+00:00
3843,ww021,Sheriff (Wild Wyatt West / Duke),,3.63,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:55.320256+00:00,2026-02-20T16:11:09.444+00:00
3842,ww021,Sheriff (Wild Wyatt West / Duke),,3.63,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:55.183193+00:00,2026-02-20T16:11:08.855+00:00
17882,njo0040,Skales,,9,,,,,,,,,true,13.39,12.72,10.04,,,,NOT_LISTED,,2026-02-20T15:22:25.038281+00:00,2026-02-20T16:11:58.909+00:00
9472,sw0568,"Snowtrooper, Light Bluish Gray Hips, Light Bluish Gray Hands, White Kama",,4.26,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:27.052213+00:00,2026-02-20T16:13:03.863+00:00
9473,sw0568,"Snowtrooper, Light Bluish Gray Hips, Light Bluish Gray Hands, White Kama",,4.26,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:53.294129+00:00,2026-02-20T16:11:04.619+00:00
22904,sw1103,"Snowtrooper, Printed Legs, Dark Tan Hands, Cheek Lines, Frown",,4.02,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:34.398695+00:00,2026-02-20T16:13:33.056+00:00
11748,col383,"Space Police Guy, Series 21 (Minifigure Only without Stand and Accessories)",,3.95,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:29.939331+00:00,2026-02-20T16:12:37.337+00:00
23898,sw0503,Special Forces Commander,,5.07,,,,,,,,,true,7.56,7.18,5.67,,,,NOT_LISTED,,2026-02-20T15:23:39.934114+00:00,2026-02-20T16:13:26.911+00:00
10009,col217,"Specter, Series 14 (Minifigure Only without Stand and Accessories)",,4.51,,,,,,,,,true,5.51,5.23,4.13,,,,NOT_LISTED,,2026-02-20T15:22:29.68643+00:00,2026-02-20T16:11:27.247+00:00
11790,njo0675,Statue - NINJAGO City Gardens,,3.13,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:51.779652+00:00,2026-02-20T16:11:01.616+00:00
24965,njo0675,Statue - NINJAGO City Gardens,,3.13,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:14.88887+00:00,2026-02-20T16:13:21.386+00:00
8069,sh0003,Superman,,3.74,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:52.488884+00:00,2026-02-20T16:11:02.822+00:00
9674,sh0156,"Superman - Blue Suit, Dual Sided Head with Red Eyes on Reverse, Spongy Soft Knit Cape",,3,,,,,,,,,true,4.5,4.27,3.38,,,,NOT_LISTED,,2026-02-20T14:58:01.177408+00:00,2026-02-20T16:11:52.601+00:00
24888,sh0300,"Superman - Red Eyes on Reverse, Spongy Soft Knit Cape",,3.7,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:08.352427+00:00,2026-02-20T16:12:34.552+00:00
24893,sh0300,"Superman - Red Eyes on Reverse, Spongy Soft Knit Cape",,3.7,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:08.604211+00:00,2026-02-20T16:11:33.482+00:00
11549,sw1072,Supreme Leader Kylo Ren,,12.25,,,,,,,,,true,13.25,12.59,9.94,,,,NOT_LISTED,,2026-02-20T14:58:19.663643+00:00,2026-02-20T16:13:01.239+00:00
24964,mk102,Taishang Laojun,,11.01,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:14.752377+00:00,2026-02-20T16:13:16.258+00:00
13550,tech001,"Technic Figure Black/Light Gray Legs, Dark Turquoise Torso with Yellow, Black, Silver Pattern, Light Gray Mechanical Left Arm",,3.96,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:26.854315+00:00,2026-02-20T16:12:16.088+00:00
20331,tech007,"Technic Figure Cyber Person, Black Legs, Mechanical Arms, Yellow Head, Cyborg Eyepiece",,4.31,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:20.156389+00:00,2026-02-20T16:12:06.981+00:00
12803,tech013a,"Technic Figure Dark Turquoise Legs, Dark Turquoise Torso with Yellow, Black, Silver Pattern, Black Arms, Dark Turquoise Helmet, Black Visor",,4.92,,,,,,,,,true,5.92,5.62,4.44,,,,NOT_LISTED,,2026-02-20T15:23:12.247817+00:00,2026-02-20T16:13:12.621+00:00
11530,sw1047,Temmin 'Snap' Wexley - Medium Nougat Lines Under Eyes and Chin,,3.97,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:32.101759+00:00,2026-02-20T16:12:28.501+00:00
11532,sw1047,Temmin 'Snap' Wexley - Medium Nougat Lines Under Eyes and Chin,,3.97,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:25.281988+00:00,2026-02-20T16:13:28.027+00:00
11531,sw1047,Temmin 'Snap' Wexley - Medium Nougat Lines Under Eyes and Chin,,3.97,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:27.90657+00:00,2026-02-20T16:13:05.029+00:00
8552,col126,"Thespian / Actor, Series 8 (Minifigure Only without Stand and Accessories)",,7.83,,,,,,,,,true,9.82,9.33,7.37,,,,NOT_LISTED,,2026-02-20T14:58:22.45938+00:00,2026-02-20T16:13:39.897+00:00
25575,ow001,Tracer (Lena Oxton),,4.87,,,,,,,,,true,5.87,5.58,4.4,,,,NOT_LISTED,,2026-02-20T14:58:11.843271+00:00,2026-02-20T16:12:50.744+00:00
10221,col232,"Tribal Woman, Series 15 (Minifigure Only without Stand and Accessories)",,3.57,,,,,,,,,true,4.63,4.4,3.47,,,,NOT_LISTED,,2026-02-20T15:22:28.159966+00:00,2026-02-20T16:12:26.827+00:00
3950,sw0052,Tusken Raider,,3.06,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:26.97898+00:00,2026-02-20T16:12:26.235+00:00
3822,sp046,UFO Zotaxian Alien - Red Pilot with Armor and Printed Helmet (Chamon),,5.97,,,,,,,,,true,6.97,6.62,5.23,,,,NOT_LISTED,,2026-02-20T14:57:58.39032+00:00,2026-02-20T16:11:51.276+00:00
13159,coltlbm34,"Vacation Alfred Pennyworth, The LEGO Batman Movie, Series 2 (Minifigure Only without Stand and Accessories)",,3.21,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:26.665134+00:00,2026-02-20T16:13:31.863+00:00
9917,jw006,Vet - Bowl Haircut,,3.02,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:26.119886+00:00,2026-02-20T16:13:17.944+00:00
5907,vik014,Viking Warrior 4a,,4.41,,,,,,,,,true,6.35,6.03,4.76,,,,NOT_LISTED,,2026-02-20T14:57:59.091812+00:00,2026-02-20T16:11:18.618+00:00
10635,cty0690,"Volcano Explorer - Male Scientist with Heatsuit, Sweat Drops",,3.36,,,,,,,,,true,5.02,4.77,3.76,,,,NOT_LISTED,,2026-02-20T15:22:27.505312+00:00,2026-02-20T16:12:36.211+00:00
25556,ow002,Widowmaker (Amélie Lacroix),,4.67,,,,,,,,,true,5.67,5.39,4.25,,,,NOT_LISTED,,2026-02-20T14:58:10.990836+00:00,2026-02-20T16:12:46.509+00:00
23884,sh0257,Winter Soldier - Black Hands and Holster,,6.83,,,,,,,,,true,7.83,7.44,5.87,,,,NOT_LISTED,,2026-02-20T15:23:39.677125+00:00,2026-02-20T16:13:42.638+00:00
24994,njo0869,"Wolf Mask Claw Warrior - Dark Blue and Dark Azure Mask, Neck Bracket",,3.02,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:15.681755+00:00,2026-02-20T16:13:30.228+00:00
13658,cas255,"Wolfpack - Eye Patch, Brown Arms and Black Legs, Black Hood, no Cape",,6.93,,,,,,,,,true,7.93,7.53,5.95,,,,NOT_LISTED,,2026-02-20T15:22:39.6845+00:00,2026-02-20T16:11:59.45+00:00
25558,sw0893,Wuher,,3.04,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:11.120343+00:00,2026-02-20T16:12:47.166+00:00
20445,sw0051,Yoda - Sand Green,,6.55,,,,,,,,,true,9.38,8.91,7.04,,,,NOT_LISTED,,2026-02-20T15:23:20.463094+00:00,2026-02-20T16:13:24.428+00:00
25428,njo0189,Zane - Skybound,,9.79,,,,,,,,,true,10.79,10.25,8.09,,,,NOT_LISTED,,2026-02-20T14:58:09.882367+00:00,2026-02-20T16:12:43.179+00:00
25720,njo0001,Zane - The Golden Weapons,,6.22,,,,,,,,,true,7.22,6.86,5.42,,,,NOT_LISTED,,2026-02-20T14:58:14.034774+00:00,2026-02-20T16:12:57.481+00:00
25447,njo0285,"Zane - The Hands of Time, Black Armor",,3.72,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:10.151483+00:00,2026-02-20T16:12:44.501+00:00
25001,njo0622,Zane Hero,,3.92,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:15.810665+00:00,2026-02-20T16:13:35.289+00:00
25574,jw031,Zia Rodriguez - Olive Green Jacket,,3.86,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:11.715781+00:00,2026-02-20T16:12:50.034+00:00
25705,col212,"Zombie Pirate, Series 14 (Minifigure Only without Stand and Accessories)",,3.71,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:13.773337+00:00,2026-02-20T16:12:56.318+00:00
13933,col227,Zombie Skateboarder,,4.05,,,,,,,,,true,5.05,4.8,3.79,,,,NOT_LISTED,,2026-02-20T15:22:30.471147+00:00,2026-02-20T16:12:09.826+00:00
